ANO,MES,CODIGO DEPARTAMENTO,DEPARTAMENTO,CODIGO MUNICIPIO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,DOSIS APLICADAS ACUMULADAS,COBERTURA ACUMULADA
2022,JULIO,76,VALLE DEL CAUCA,76248,EL CERRITO,GESTANTES,TdaP ACELULAR GESTANTES,559,37,6.62,199,35.60
2022,JULIO,76,VALLE DEL CAUCA,76248,EL CERRITO,VPH,VPH 1ra,448,8,1.79,63,14.06
2022,JULIO,76,VALLE DEL CAUCA,76248,EL CERRITO,VPH,VPH 2da,448,5,1.12,26,5.80
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,RECIEN NACIDO,BCG,155,9,5.81,41,26.45
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,RECIEN NACIDO,HEPATITIS B,155,9,5.81,41,26.45
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DOS MESES,POLIO 1ra,155,10,6.45,94,60.65
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CUATRO MESES,POLIO 2da,155,16,10.32,122,78.71
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,SEIS MESES,POLIO 3ra,155,16,10.32,93,60.00
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DOS MESES,PENTA 1ra,155,10,6.45,94,60.65
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CUATRO MESES,PENTA 2da,155,16,10.32,122,78.71
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,SEIS MESES,PENTA 3ra,155,16,10.32,93,60.00
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DOS MESES,ROTAVIRUS 1ra,155,10,6.45,94,60.65
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CUATRO MESES,ROTAVIRUS 2da,155,16,10.32,122,78.71
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DOS MESES,NEUMOCOCO 1ra,155,10,6.45,94,60.65
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CUATRO MESES,NEUMOCOCO 2da,155,16,10.32,122,78.71
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,UN AÑO,TRIPLE VIRAL,153,14,9.15,100,65.36
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,UN AÑO,HEPATITIS A,153,14,9.15,100,65.36
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,UN AÑO,VARICELA,153,14,9.15,100,65.36
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,UN AÑO,NEUMOCOCO ref,153,14,9.15,100,65.36
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DIECIOCHO MESES,FIEBRE AMARILLA,153,22,14.38,102,66.67
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DIECIOCHO MESES,POLIO 1ra ref,153,22,14.38,102,66.67
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,DIECIOCHO MESES,PENTA 1era ref,153,22,14.38,102,66.67
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CINCO AÑOS,POLIO 2da ref,171,18,10.53,113,66.08
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CINCO AÑOS,DPT 2da ref,171,18,10.53,113,66.08
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,171,18,10.53,113,66.08
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,CINCO AÑOS,VARICELA ref.,171,18,10.53,113,66.08
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,GESTANTES,TdaP ACELULAR GESTANTES,155,4,2.58,52,33.55
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,VPH,VPH 1ra,80,13,16.25,75,93.75
2022,JULIO,76,VALLE DEL CAUCA,76250,EL DOVIO,VPH,VPH 2da,80,0,0.00,2,2.50
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,RECIEN NACIDO,BCG,710,12,1.69,83,11.69
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,RECIEN NACIDO,HEPATITIS B,710,14,1.97,78,10.99
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DOS MESES,POLIO 1ra,710,44,6.20,348,49.01
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CUATRO MESES,POLIO 2da,710,48,6.76,380,53.52
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,SEIS MESES,POLIO 3ra,710,42,5.92,351,49.44
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DOS MESES,PENTA 1ra,710,44,6.20,349,49.15
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CUATRO MESES,PENTA 2da,710,48,6.76,380,53.52
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,SEIS MESES,PENTA 3ra,710,42,5.92,351,49.44
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DOS MESES,ROTAVIRUS 1ra,710,39,5.49,329,46.34
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CUATRO MESES,ROTAVIRUS 2da,710,47,6.62,371,52.25
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DOS MESES,NEUMOCOCO 1ra,710,44,6.20,350,49.30
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CUATRO MESES,NEUMOCOCO 2da,710,47,6.62,378,53.24
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,UN AÑO,TRIPLE VIRAL,722,51,7.06,398,55.12
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,UN AÑO,HEPATITIS A,722,51,7.06,398,55.12
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,UN AÑO,VARICELA,722,51,7.06,397,54.99
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,UN AÑO,NEUMOCOCO ref,722,51,7.06,396,54.85
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DIECIOCHO MESES,FIEBRE AMARILLA,722,40,5.54,366,50.69
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DIECIOCHO MESES,POLIO 1ra ref,722,41,5.68,366,50.69
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,DIECIOCHO MESES,PENTA 1era ref,722,41,5.68,365,50.55
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CINCO AÑOS,POLIO 2da ref,771,64,8.30,367,47.60
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CINCO AÑOS,DPT 2da ref,771,64,8.30,366,47.47
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,771,65,8.43,369,47.86
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,CINCO AÑOS,VARICELA ref.,771,65,8.43,367,47.60
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,GESTANTES,TdaP ACELULAR GESTANTES,710,35,4.93,238,33.52
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,VPH,VPH 1ra,477,22,4.61,119,24.95
2022,JULIO,76,VALLE DEL CAUCA,76275,FLORIDA,VPH,VPH 2da,477,5,1.05,33,6.92
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,RECIEN NACIDO,BCG,183,0,0.00,10,5.46
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,RECIEN NACIDO,HEPATITIS B,183,0,0.00,7,3.83
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DOS MESES,POLIO 1ra,183,9,4.92,110,60.11
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CUATRO MESES,POLIO 2da,183,17,9.29,125,68.31
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,SEIS MESES,POLIO 3ra,183,13,7.10,119,65.03
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DOS MESES,PENTA 1ra,183,9,4.92,110,60.11
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CUATRO MESES,PENTA 2da,183,17,9.29,125,68.31
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,SEIS MESES,PENTA 3ra,183,13,7.10,119,65.03
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DOS MESES,ROTAVIRUS 1ra,183,9,4.92,109,59.56
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CUATRO MESES,ROTAVIRUS 2da,183,16,8.74,124,67.76
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DOS MESES,NEUMOCOCO 1ra,183,9,4.92,110,60.11
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CUATRO MESES,NEUMOCOCO 2da,183,17,9.29,125,68.31
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,UN AÑO,TRIPLE VIRAL,199,26,13.07,123,61.81
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,UN AÑO,HEPATITIS A,199,26,13.07,123,61.81
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,UN AÑO,VARICELA,199,26,13.07,123,61.81
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,UN AÑO,NEUMOCOCO ref,199,26,13.07,123,61.81
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DIECIOCHO MESES,FIEBRE AMARILLA,199,21,10.55,115,57.79
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DIECIOCHO MESES,POLIO 1ra ref,199,21,10.55,115,57.79
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,DIECIOCHO MESES,PENTA 1era ref,199,21,10.55,115,57.79
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CINCO AÑOS,POLIO 2da ref,213,19,8.92,135,63.38
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CINCO AÑOS,DPT 2da ref,213,19,8.92,135,63.38
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,213,19,8.92,135,63.38
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,CINCO AÑOS,VARICELA ref.,213,19,8.92,135,63.38
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,GESTANTES,TdaP ACELULAR GESTANTES,183,11,6.01,92,50.27
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,VPH,VPH 1ra,174,4,2.30,35,20.11
2022,JULIO,76,VALLE DEL CAUCA,76306,GINEBRA,VPH,VPH 2da,174,1,0.57,12,6.90
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,RECIEN NACIDO,BCG,333,2,0.60,9,2.70
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,RECIEN NACIDO,HEPATITIS B,333,1,0.30,7,2.10
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DOS MESES,POLIO 1ra,333,22,6.61,175,52.55
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CUATRO MESES,POLIO 2da,333,29,8.71,182,54.65
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,SEIS MESES,POLIO 3ra,333,20,6.01,185,55.56
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DOS MESES,PENTA 1ra,333,22,6.61,175,52.55
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CUATRO MESES,PENTA 2da,333,29,8.71,181,54.35
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,SEIS MESES,PENTA 3ra,333,18,5.41,177,53.15
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DOS MESES,ROTAVIRUS 1ra,333,22,6.61,172,51.65
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CUATRO MESES,ROTAVIRUS 2da,333,29,8.71,177,53.15
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DOS MESES,NEUMOCOCO 1ra,333,22,6.61,175,52.55
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CUATRO MESES,NEUMOCOCO 2da,333,29,8.71,184,55.26
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,UN AÑO,TRIPLE VIRAL,343,29,8.45,225,65.60
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,UN AÑO,HEPATITIS A,343,29,8.45,228,66.47
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,UN AÑO,VARICELA,343,29,8.45,224,65.31
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,UN AÑO,NEUMOCOCO ref,343,29,8.45,225,65.60
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DIECIOCHO MESES,FIEBRE AMARILLA,343,27,7.87,187,54.52
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DIECIOCHO MESES,POLIO 1ra ref,343,27,7.87,199,58.02
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,DIECIOCHO MESES,PENTA 1era ref,343,27,7.87,199,58.02
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CINCO AÑOS,POLIO 2da ref,369,35,9.49,181,49.05
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CINCO AÑOS,DPT 2da ref,369,35,9.49,181,49.05
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,369,35,9.49,185,50.14
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,CINCO AÑOS,VARICELA ref.,369,35,9.49,180,48.78
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,GESTANTES,TdaP ACELULAR GESTANTES,333,28,8.41,157,47.15
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,VPH,VPH 1ra,266,0,0.00,39,14.66
2022,JULIO,76,VALLE DEL CAUCA,76318,GUACARÍ,VPH,VPH 2da,266,8,3.01,20,7.52
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,RECIEN NACIDO,BCG,1491,9,0.60,104,6.98
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,RECIEN NACIDO,HEPATITIS B,1491,18,1.21,100,6.71
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DOS MESES,POLIO 1ra,1491,115,7.71,839,56.27
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CUATRO MESES,POLIO 2da,1491,124,8.32,882,59.15
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,SEIS MESES,POLIO 3ra,1491,131,8.79,854,57.28
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DOS MESES,PENTA 1ra,1491,133,8.92,881,59.09
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CUATRO MESES,PENTA 2da,1491,105,7.04,878,58.89
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,SEIS MESES,PENTA 3ra,1491,131,8.79,869,58.28
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DOS MESES,ROTAVIRUS 1ra,1491,108,7.24,810,54.33
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CUATRO MESES,ROTAVIRUS 2da,1491,120,8.05,840,56.34
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DOS MESES,NEUMOCOCO 1ra,1491,124,8.32,846,56.74
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CUATRO MESES,NEUMOCOCO 2da,1491,121,8.12,866,58.08
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,UN AÑO,TRIPLE VIRAL,1495,126,8.43,915,61.20
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,UN AÑO,HEPATITIS A,1495,128,8.56,913,61.07
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,UN AÑO,VARICELA,1495,127,8.49,911,60.94
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,UN AÑO,NEUMOCOCO ref,1495,103,6.89,880,58.86
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DIECIOCHO MESES,FIEBRE AMARILLA,1495,39,2.61,675,45.15
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DIECIOCHO MESES,POLIO 1ra ref,1495,115,7.69,774,51.77
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,DIECIOCHO MESES,PENTA 1era ref,1495,111,7.42,766,51.24
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CINCO AÑOS,POLIO 2da ref,1643,125,7.61,741,45.10
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CINCO AÑOS,DPT 2da ref,1643,120,7.30,730,44.43
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,1643,124,7.55,758,46.14
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,CINCO AÑOS,VARICELA ref.,1643,117,7.12,722,43.94
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,GESTANTES,TdaP ACELULAR GESTANTES,1491,91,6.10,674,45.20
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,VPH,VPH 1ra,1276,31,2.43,191,14.97
2022,JULIO,76,VALLE DEL CAUCA,76364,JAMUNDÍ,VPH,VPH 2da,1276,7,0.55,53,4.15
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,RECIEN NACIDO,BCG,113,2,1.77,10,8.85
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,RECIEN NACIDO,HEPATITIS B,113,3,2.65,10,8.85
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DOS MESES,POLIO 1ra,113,7,6.19,72,63.72
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CUATRO MESES,POLIO 2da,113,16,14.16,78,69.03
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,SEIS MESES,POLIO 3ra,113,11,9.73,61,53.98
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DOS MESES,PENTA 1ra,113,7,6.19,72,63.72
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CUATRO MESES,PENTA 2da,113,16,14.16,78,69.03
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,SEIS MESES,PENTA 3ra,113,11,9.73,61,53.98
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DOS MESES,ROTAVIRUS 1ra,113,7,6.19,72,63.72
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CUATRO MESES,ROTAVIRUS 2da,113,15,13.27,73,64.60
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DOS MESES,NEUMOCOCO 1ra,113,7,6.19,73,64.60
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CUATRO MESES,NEUMOCOCO 2da,113,16,14.16,78,69.03
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,UN AÑO,TRIPLE VIRAL,115,10,8.70,66,57.39
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,UN AÑO,HEPATITIS A,115,10,8.70,66,57.39
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,UN AÑO,VARICELA,115,10,8.70,66,57.39
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,UN AÑO,NEUMOCOCO ref,115,10,8.70,66,57.39
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DIECIOCHO MESES,FIEBRE AMARILLA,115,15,13.04,69,60.00
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DIECIOCHO MESES,POLIO 1ra ref,115,15,13.04,69,60.00
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,DIECIOCHO MESES,PENTA 1era ref,115,15,13.04,69,60.00
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CINCO AÑOS,POLIO 2da ref,131,11,8.40,65,49.62
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CINCO AÑOS,DPT 2da ref,131,11,8.40,65,49.62
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,131,11,8.40,65,49.62
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,CINCO AÑOS,VARICELA ref.,131,11,8.40,65,49.62
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,GESTANTES,TdaP ACELULAR GESTANTES,113,2,1.77,34,30.09
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,VPH,VPH 1ra,111,3,2.70,19,17.12
2022,JULIO,76,VALLE DEL CAUCA,76377,LA CUMBRE,VPH,VPH 2da,111,4,3.60,14,12.61
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,RECIEN NACIDO,BCG,330,1,0.30,16,4.85
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,RECIEN NACIDO,HEPATITIS B,330,1,0.30,15,4.55
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DOS MESES,POLIO 1ra,330,24,7.27,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CUATRO MESES,POLIO 2da,330,26,7.88,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,SEIS MESES,POLIO 3ra,330,20,6.06,180,54.55
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DOS MESES,PENTA 1ra,330,24,7.27,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CUATRO MESES,PENTA 2da,330,26,7.88,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,SEIS MESES,PENTA 3ra,330,20,6.06,180,54.55
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DOS MESES,ROTAVIRUS 1ra,330,24,7.27,165,50.00
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CUATRO MESES,ROTAVIRUS 2da,330,26,7.88,164,49.70
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DOS MESES,NEUMOCOCO 1ra,330,24,7.27,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CUATRO MESES,NEUMOCOCO 2da,330,26,7.88,166,50.30
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,UN AÑO,TRIPLE VIRAL,341,28,8.21,190,55.72
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,UN AÑO,HEPATITIS A,341,28,8.21,191,56.01
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,UN AÑO,VARICELA,341,28,8.21,191,56.01
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,UN AÑO,NEUMOCOCO ref,341,28,8.21,191,56.01
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DIECIOCHO MESES,FIEBRE AMARILLA,341,30,8.80,158,46.33
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DIECIOCHO MESES,POLIO 1ra ref,341,31,9.09,161,47.21
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,DIECIOCHO MESES,PENTA 1era ref,341,31,9.09,161,47.21
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CINCO AÑOS,POLIO 2da ref,364,28,7.69,181,49.73
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CINCO AÑOS,DPT 2da ref,364,28,7.69,180,49.45
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CINCO AÑOS,TRIPLE VIRAL ref 5 anos,364,28,7.69,180,49.45
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,CINCO AÑOS,VARICELA ref.,364,28,7.69,180,49.45
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,GESTANTES,TdaP ACELULAR GESTANTES,330,19,5.76,123,37.27
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,VPH,VPH 1ra,271,7,2.58,74,27.31
2022,JULIO,76,VALLE DEL CAUCA,76400,LA UNIÓN,VPH,VPH 2da,271,3,1.11,16,5.90
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,RECIEN NACIDO,BCG,97,0,0.00,3,3.09
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,RECIEN NACIDO,HEPATITIS B,97,0,0.00,2,2.06
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DOS MESES,POLIO 1ra,97,11,11.34,58,59.79
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,CUATRO MESES,POLIO 2da,97,7,7.22,61,62.89
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,SEIS MESES,POLIO 3ra,97,9,9.28,54,55.67
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DOS MESES,PENTA 1ra,97,11,11.34,58,59.79
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,CUATRO MESES,PENTA 2da,97,7,7.22,61,62.89
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,SEIS MESES,PENTA 3ra,97,9,9.28,54,55.67
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DOS MESES,ROTAVIRUS 1ra,97,11,11.34,58,59.79
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,CUATRO MESES,ROTAVIRUS 2da,97,7,7.22,61,62.89
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DOS MESES,NEUMOCOCO 1ra,97,11,11.34,58,59.79
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,CUATRO MESES,NEUMOCOCO 2da,97,7,7.22,61,62.89
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,UN AÑO,TRIPLE VIRAL,115,5,4.35,63,54.78
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,UN AÑO,HEPATITIS A,115,5,4.35,63,54.78
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,UN AÑO,VARICELA,115,5,4.35,64,55.65
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,UN AÑO,NEUMOCOCO ref,115,5,4.35,63,54.78
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DIECIOCHO MESES,FIEBRE AMARILLA,115,5,4.35,56,48.70
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DIECIOCHO MESES,POLIO 1ra ref,115,6,5.22,57,49.57
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,DIECIOCHO MESES,PENTA 1era ref,115,6,5.22,57,49.57
2022,JULIO,76,VALLE DEL CAUCA,76403,LA VICTORIA,CINCO AÑOS,POLIO 2da ref,126,10,7.94,54,42.86
